from_title,from_date,to_title,to_date,years_between,long_shift_score,sentiment_delta,from_stance,to_stance,from_prediction_style,to_prediction_style,increased_themes,decreased_themes,explanation
First Quarter Performance,1991-04-11,The Pendulum in International Affairs,2022-03-23,30.9,0.7177,0.75,cautious,opportunistic,forecasting,forecasting,"macro (+2.26), politics (+1.70)","cycles (-18.70), credit (-13.15), risk (-4.76)","stance moves from cautious to opportunistic; later memo is materially more constructive / bullish in tone; greater emphasis on macro (+2.26), politics (+1.70); less emphasis on cycles (-18.70), credit (-13.15), risk (-4.76)"
Random Thoughts On The Identification Of Inv Opportunities,1994-01-24,There They Go Again . . . Again,2017-07-26,23.5,0.7177,-0.663,opportunistic,opportunistic,forecasting,warning,"risk (+3.88), rates (+3.85), cycles (+3.15)","credit (-9.89), psychology (-6.56), valuation (-3.62)","prediction posture moves from forecasting to warning; later memo is materially more defensive / bearish in tone; greater emphasis on risk (+3.88), rates (+3.85), cycles (+3.15); less emphasis on credit (-9.89), psychology (-6.56), valuation (-3.62)"
It’s All Very Taxing,2011-11-16,Gimme Credit,2025-03-06,13.3,0.7174,-0.2047,constructive,constructive,forecasting,forecasting,"credit (+65.05), risk (+14.22), valuation (+7.57)","politics (-6.57), macro (-3.55), cycles (-0.56)","later memo is materially more defensive / bearish in tone; greater emphasis on credit (+65.05), risk (+14.22), valuation (+7.57); less emphasis on politics (-6.57), macro (-3.55), cycles (-0.56)"
The Long View,2009-01-09,The Illusion of Knowledge,2022-09-08,13.7,0.7173,0.3056,constructive,constructive,warning,forecasting,"macro (+6.96), prediction (+3.67), uncertainty (+1.40)","credit (-10.91), cycles (-5.63), risk (-4.05)","prediction posture moves from warning to forecasting; later memo is materially more constructive / bullish in tone; greater emphasis on macro (+6.96), prediction (+3.67), uncertainty (+1.40); less emphasis on credit (-10.91), cycles (-5.63), risk (-4.05)"
The Feeling's Mutual,2003-10-02,Warning Flags,2010-05-12,6.6,0.7171,-0.3385,opportunistic,opportunistic,forecasting,warning,"credit (+20.98), risk (+13.33), psychology (+6.23)","valuation (-2.04), technology_ai (-0.31)","prediction posture moves from forecasting to warning; later memo is materially more defensive / bearish in tone; greater emphasis on credit (+20.98), risk (+13.33), psychology (+6.23); less emphasis on valuation (-2.04), technology_ai (-0.31)"
You Can’t Eat IRR,2006-07-12,It’s All a Big Mistake,2012-06-20,5.9,0.717,-0.4756,constructive,opportunistic,warning,warning,"credit (+12.31), risk (+3.75), prediction (+2.10)",valuation (-11.08),"stance moves from constructive to opportunistic; later memo is materially more defensive / bearish in tone; greater emphasis on credit (+12.31), risk (+3.75), prediction (+2.10); less emphasis on valuation (-11.08)"
On the Couch,2016-01-14,On Bubble Watch,2025-01-02,9.0,0.7169,-0.575,constructive,alarmed,forecasting,warning,"technology_ai (+3.86), valuation (+3.44)","rates (-7.27), credit (-6.33), macro (-4.30)","stance moves from constructive to alarmed; prediction posture moves from forecasting to warning; later memo is materially more defensive / bearish in tone; greater emphasis on technology_ai (+3.86), valuation (+3.44); less emphasis on rates (-7.27), credit (-6.33), macro (-4.30)"
Risk in Today's Markets,1994-02-17,bubble.com,2000-01-02,5.9,0.7168,0.25,cautious,constructive,warning,forecasting,"technology_ai (+6.85), valuation (+3.19), prediction (+1.25)","rates (-12.90), risk (-10.22), credit (-8.70)","stance moves from cautious to constructive; prediction posture moves from warning to forecasting; later memo is materially more constructive / bullish in tone; greater emphasis on technology_ai (+6.85), valuation (+3.19), prediction (+1.25); less emphasis on rates (-12.90), risk (-10.22), credit (-8.70)"
Learning From Enron,2002-03-14,The Folly of Certainty,2024-07-17,22.3,0.7167,-0.8884,constructive,humble,forecasting,forecasting,"rates (+9.37), macro (+8.32), prediction (+3.29)","credit (-3.27), valuation (-2.29), risk (-1.93)","stance moves from constructive to humble; later memo is materially more defensive / bearish in tone; greater emphasis on rates (+9.37), macro (+8.32), prediction (+3.29); less emphasis on credit (-3.27), valuation (-2.29), risk (-1.93)"
Nobody Knows,2008-09-19,Gimme Credit,2025-03-06,16.5,0.7167,0.6388,constructive,constructive,forecasting,forecasting,"credit (+61.57), risk (+8.84), valuation (+3.72)","cycles (-5.37), macro (-0.97), prediction (-0.97)","later memo is materially more constructive / bullish in tone; greater emphasis on credit (+61.57), risk (+8.84), valuation (+3.72); less emphasis on cycles (-5.37), macro (-0.97), prediction (-0.97)"
The Value of Predictions II (or 'Give That Man a Cigar'),1996-07-22,All That Glitters,2010-12-17,14.4,0.7167,-1.0217,constructive,humble,forecasting,forecasting,"valuation (+12.76), uncertainty (+2.42), politics (+1.69)","prediction (-19.04), rates (-6.12), credit (-2.69)","stance moves from constructive to humble; later memo is materially more defensive / bearish in tone; greater emphasis on valuation (+12.76), uncertainty (+2.42), politics (+1.69); less emphasis on prediction (-19.04), rates (-6.12), credit (-2.69)"
Random Thoughts On The Identification Of Inv Opportunities,1994-01-24,It’s Greek to Me,2010-07-19,16.5,0.7166,-0.5165,opportunistic,constructive,forecasting,forecasting,"macro (+6.86), politics (+4.60), rates (+2.72)","valuation (-11.25), psychology (-7.57), credit (-6.53)","stance moves from opportunistic to constructive; later memo is materially more defensive / bearish in tone; greater emphasis on macro (+6.86), politics (+4.60), rates (+2.72); less emphasis on valuation (-11.25), psychology (-7.57), credit (-6.53)"
A Case in Point,2005-06-06,The Role of Confidence,2013-08-05,8.2,0.7165,-0.6336,opportunistic,constructive,forecasting,forecasting,"macro (+9.33), cycles (+5.72), psychology (+3.73)","credit (-8.86), valuation (-6.77), risk (-1.03)","stance moves from opportunistic to constructive; later memo is materially more defensive / bearish in tone; greater emphasis on macro (+9.33), cycles (+5.72), psychology (+3.73); less emphasis on credit (-8.86), valuation (-6.77), risk (-1.03)"
Are You An Investor or a Speculator?,1997-09-03,"Hey, Steward!!",2004-03-16,6.5,0.7163,0.5455,opportunistic,constructive,forecasting,forecasting,none,"valuation (-11.43), rates (-9.52), macro (-5.23)","stance moves from opportunistic to constructive; later memo is materially more constructive / bullish in tone; less emphasis on valuation (-11.43), rates (-9.52), macro (-5.23)"
Lines in the Sand,2017-04-18,Bull Market Rhymes,2022-05-26,5.1,0.7163,-0.5662,constructive,opportunistic,forecasting,warning,"psychology (+6.98), cycles (+4.02), risk (+3.02)","valuation (-1.80), rates (-0.31)","stance moves from constructive to opportunistic; prediction posture moves from forecasting to warning; later memo is materially more defensive / bearish in tone; greater emphasis on psychology (+6.98), cycles (+4.02), risk (+3.02); less emphasis on valuation (-1.80), rates (-0.31)"
It’s All a Big Mistake,2012-06-20,The Illusion of Knowledge,2022-09-08,10.2,0.7162,-0.0522,opportunistic,constructive,warning,forecasting,"macro (+12.47), rates (+3.13), prediction (+1.48)","credit (-14.21), valuation (-10.63), risk (-5.74)","stance moves from opportunistic to constructive; prediction posture moves from warning to forecasting; greater emphasis on macro (+12.47), rates (+3.13), prediction (+1.48); less emphasis on credit (-14.21), valuation (-10.63), risk (-5.74)"
On Regulation,2011-03-02,The Anatomy of a Rally,2020-06-18,9.3,0.7162,1.1429,alarmed,constructive,forecasting,forecasting,"rates (+9.81), valuation (+5.48), credit (+4.55)","politics (-18.01), cycles (-3.22), risk (-2.69)","stance moves from alarmed to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on rates (+9.81), valuation (+5.48), credit (+4.55); less emphasis on politics (-18.01), cycles (-3.22), risk (-2.69)"
No Different This Time – The Lessons of ‘07,2007-12-17,Nobody Knows II,2020-03-03,12.2,0.7161,-0.0086,constructive,constructive,warning,forecasting,"macro (+12.96), rates (+7.44), psychology (+1.81)","risk (-11.88), valuation (-4.56), credit (-4.41)","prediction posture moves from warning to forecasting; greater emphasis on macro (+12.96), rates (+7.44), psychology (+1.81); less emphasis on risk (-11.88), valuation (-4.56), credit (-4.41)"
Random Thoughts On The Identification Of Inv Opportunities,1994-01-24,On the Couch,2016-01-14,22.0,0.7159,-0.538,opportunistic,constructive,forecasting,forecasting,"rates (+8.48), macro (+5.66), cycles (+2.21)","valuation (-8.11), credit (-6.97), psychology (-5.24)","stance moves from opportunistic to constructive; later memo is materially more defensive / bearish in tone; greater emphasis on rates (+8.48), macro (+5.66), cycles (+2.21); less emphasis on valuation (-8.11), credit (-6.97), psychology (-5.24)"
Will It Be Different This Time?,1996-11-25,Bull Market Rhymes,2022-05-26,25.5,0.7156,-0.2594,constructive,opportunistic,forecasting,warning,"psychology (+5.67), risk (+3.36), valuation (+2.24)","macro (-10.38), credit (-4.23), cycles (-3.87)","stance moves from constructive to opportunistic; prediction posture moves from forecasting to warning; later memo is materially more defensive / bearish in tone; greater emphasis on psychology (+5.67), risk (+3.36), valuation (+2.24); less emphasis on macro (-10.38), credit (-4.23), cycles (-3.87)"
All That Glitters,2010-12-17,Mysterious,2019-10-17,8.8,0.7155,-0.1658,humble,alarmed,forecasting,forecasting,"rates (+31.78), credit (+13.17), macro (+5.68)","valuation (-11.35), uncertainty (-1.69)","stance moves from humble to alarmed; greater emphasis on rates (+31.78), credit (+13.17), macro (+5.68); less emphasis on valuation (-11.35), uncertainty (-1.69)"
The Route to Performance,1990-10-12,Further Thoughts on Sea Change,2023-10-11,33.0,0.7155,-0.5167,constructive,opportunistic,forecasting,forecasting,"rates (+30.91), credit (+6.80), macro (+6.24)","risk (-1.42), uncertainty (-1.04), politics (-0.47)","stance moves from constructive to opportunistic; later memo is materially more defensive / bearish in tone; greater emphasis on rates (+30.91), credit (+6.80), macro (+6.24); less emphasis on risk (-1.42), uncertainty (-1.04), politics (-0.47)"
What Lies Ahead?,2001-10-04,Risk Revisited Again,2015-06-08,13.7,0.7155,0.021,opportunistic,constructive,forecasting,warning,"risk (+18.19), prediction (+4.55), valuation (+3.33)","macro (-8.16), rates (-3.47), politics (-2.68)","stance moves from opportunistic to constructive; prediction posture moves from forecasting to warning; greater emphasis on risk (+18.19), prediction (+4.55), valuation (+3.33); less emphasis on macro (-8.16), rates (-3.47), politics (-2.68)"
Risk Revisited,2014-09-03,Something of Value,2021-01-11,6.4,0.7154,-0.1115,constructive,opportunistic,warning,forecasting,"valuation (+11.82), macro (+5.20), technology_ai (+2.48)","risk (-23.13), prediction (-5.49), rates (-1.28)","stance moves from constructive to opportunistic; prediction posture moves from warning to forecasting; greater emphasis on valuation (+11.82), macro (+5.20), technology_ai (+2.48); less emphasis on risk (-23.13), prediction (-5.49), rates (-1.28)"
Investment Miscellany,2000-11-16,Cockroaches in the Coal Mine,2025-11-06,25.0,0.7154,1.0333,alarmed,constructive,warning,warning,"credit (+9.74), cycles (+4.59), psychology (+1.41)","valuation (-6.74), technology_ai (-4.05), prediction (-1.84)","stance moves from alarmed to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on credit (+9.74), cycles (+4.59), psychology (+1.41); less emphasis on valuation (-6.74), technology_ai (-4.05), prediction (-1.84)"
Expert Opinion,2017-01-10,Bull Market Rhymes,2022-05-26,5.4,0.7149,-0.2983,constructive,opportunistic,forecasting,warning,"psychology (+5.71), risk (+3.60), valuation (+3.38)","politics (-5.72), rates (-4.24), macro (-1.27)","stance moves from constructive to opportunistic; prediction posture moves from forecasting to warning; later memo is materially more defensive / bearish in tone; greater emphasis on psychology (+5.71), risk (+3.60), valuation (+3.38); less emphasis on politics (-5.72), rates (-4.24), macro (-1.27)"
The Role of Confidence,2013-08-05,The Indispensability of Risk,2024-04-17,10.7,0.7149,0.1731,constructive,humble,forecasting,warning,"risk (+20.97), valuation (+3.68), prediction (+3.19)","macro (-9.33), cycles (-5.72), rates (-4.52)","stance moves from constructive to humble; prediction posture moves from forecasting to warning; greater emphasis on risk (+20.97), valuation (+3.68), prediction (+3.19); less emphasis on macro (-9.33), cycles (-5.72), rates (-4.52)"
Down to the Wire,2011-07-21,On Bubble Watch,2025-01-02,13.5,0.7149,-0.1231,alarmed,alarmed,forecasting,warning,"valuation (+7.00), technology_ai (+3.86), psychology (+1.45)","credit (-15.43), macro (-6.32), politics (-4.64)","prediction posture moves from forecasting to warning; greater emphasis on valuation (+7.00), technology_ai (+3.86), psychology (+1.45); less emphasis on credit (-15.43), macro (-6.32), politics (-4.64)"
Implications of the Election,2016-11-07,Mr. Market Miscalculates,2024-08-22,7.8,0.7149,0.271,constructive,constructive,forecasting,forecasting,"rates (+5.54), valuation (+5.21), psychology (+5.10)","politics (-15.27), risk (-1.13), technology_ai (-0.57)","later memo is materially more constructive / bullish in tone; greater emphasis on rates (+5.54), valuation (+5.21), psychology (+5.10); less emphasis on politics (-15.27), risk (-1.13), technology_ai (-0.57)"
Us and Them,2004-05-07,Is It a Bubble?,2025-12-09,21.6,0.7148,-0.8148,opportunistic,alarmed,forecasting,forecasting,"technology_ai (+14.74), credit (+2.94), cycles (+1.21)","rates (-8.39), macro (-2.99), risk (-0.78)","stance moves from opportunistic to alarmed; later memo is materially more defensive / bearish in tone; greater emphasis on technology_ai (+14.74), credit (+2.94), cycles (+1.21); less emphasis on rates (-8.39), macro (-2.99), risk (-0.78)"
